,StudentID,Content,ArgumentLevel,ReasoningLevel
34,GS_MJV182_Redacted,this investigation involve the determination of rydberg 's constant by mean of use a grate spectrometer to measure the angular displacement of diffract spectral line from a hydrogen lamp first calculate the wavelength of these spectral line and then use the value of these wavelength to calculate value for the rydberg constant the determination by this method produce the accurate result of 1.10±0.04 ×10 7 m −1 1.09± 0.09 × 10 7 m −1 thus it be conclude that the set of data from the red diffract spectral line produce the data with the least amount of experimental uncertainty when an electromagnetic emission be diffract whether it be from distant star or a sodium lamp the various wavelength of the emission be diffract at different angle this therefore produce a spectrum of all the wavelength present in the emission where the spectrum will be 'continuous for a solid emitter such a heat metal filament -containing a continuum of wavelength of vary intensity however in the case of electron in heat or electrically excite gas the excitement and follow relaxation of the electron between the discrete energy level of the gas atom cause the spectrum to contain only specific wavelength -those that relate to the size of the discrete energy gap that the electron transition over this be give by λ hc e where λ be the wavelength h be planck 's constant c be the speed of light and e be size of the discrete energy gap these be call 'emission line spectrum from the spectral pattern they produce when examine use a spectrometer a spectrometer produce this spectrum by collimate a thin sliver of light from the source use either a lens or mirror and then passing the re-sulting beam through either a grate to diffract it or a prism to refract it each wavelength in the beam will diffract or refract at a different angle thus produce a spectrum spectroscopy have be use for analysis in chemistry physic and astronomy all the way since the early 19th century when joseph von fraunhofer first use a diffraction grate to produce a spectrum of the sun 's visible light which appear a a continuous spectrum with thin dark gap in certain area these be later determine to be certain element in the sun 's corona absorb discrete wavelength of the sun 's radiation to excite their electron to high energy level thus reduce the intensity of the sun 's light at these wavelength -i.e the dark gap this investigation us a grate spectrometer the same concept a that originally developed by fraunhofer to measure the wavelength of spectral line in the balmer series emit by a hydrogen lamp these can then be use to deduce the rydberg constant a fundamental constant which relates the the spectral line of an emission spectrum to their wavelength niels bohr in his hypothesis for the model of an atom define the rydberg constant r ∞ in term of various fundamental physical constant where m e be the mass of an electron c be the speed of light h be planck 's constant and α be the fine structure constant -which be itself a combination of other fundamental constant maximum of an interference pattern occur when the phase difference between two ray be an integer multiple m of 2π the phase difference can also be express a the path difference of the two ray multiply by 2π λ where λ be the wavelength of the interfere ray 1 and since the path difference be just the slit separation d multiply by sinθ where θ be the angle of diffraction thus eliminate 2π here it can be see that sinθ be directly proportionate to m call the order number thus by measure the angle that the maximum appear at and know the slit separation of the diffraction grate the wavelength of the refract light can be determine the rydberg formula relates the transition wavelength λ of hydrogen to the integer n and p which represent the discrete energy level of the excite and relaxed state of the atom respectively the balmer series refers to the series of electron transition from an excite energy state of n 3 4 5 • • • ∞ to a relaxed state of p 2. the rydberg constant can then be calculate use the balmer transition wavelength value determine use the grate spectrometer the follow be a diagram of the path travel by the light in the spectrometer the emission from the source be pass through a narrow slit where a collimator convert the light into a parallel beam after then passing through the grate at normal incidence part of the diffract beam can be focus through a camera onto the center of a cross-hair x shape 1. the eyepiece lens be adjust to focus on the cross hair then the camera focus on a distant object -to imitate parallel light 2. the telescope be then set to be align with the axis of the collimator 0 • of angular displacement and the hydrogen lamp position in front of the slit so a to illuminate it 3. the focus of the collimator be adjust until the image of the slit on the cross hair be a sharp a possible and the telescope position so the slit be in alignment with the center of the cross hair 4. the grate be move through precisely 90 • and the grate place in the holder the grate table be turn until a reflect image of the slit be visible in the eyepiece -this indicates that the grate be at an angle of 45 • with the incident beam from the lamp and the telescope 5. the telescope be rotate through 45 • back to be in parallel with the incident beam on the grate 6. the angular displacement from this point to the diffract spectral line of red light be then record a a function of their order of magnitude the same be do for the set of diffract blue and violet spectral line from the linear regression analysis of the slope in figure 2 the standard error in the gradient of the slope be 0.000225 0.0012 0.00271 for the red blue and violet spectral line respectively these along with the error in the slit separation of the diffraction grate can be use to calculate the overall error in the value obtain for the rydberg constant here be an example calculation for the 'red line set of data the error in the slit separation of the diffraction grate be take a ±2 a state by the manufacturer thus d slope slope 0.000225 0.0522 0.00431 6 therefore the value determine for the rydberg constant via the 'red line data be 1.10 ± 0.02 × 10 7 m −1 the same process apply to the 'blue and 'violet data set give rydberg constant value of 1.10 ± 0.04 × 10 7 m −1 1.09 ± 0.09 × 10 7 m −1 these result be notably accurate the calculate error in each obtain value account for the difference between the calculate value and the real know value of 1.097 × 10 7 for the 'red set of data the error in the diffraction grate turn out to be the most significant source of uncertainty whereas for the 'blue and 'violet spectral line data the error in the slope be found to be high than the diffraction grate uncertainty these two data set have a high standard error could be due to a different hydrogen lamp be use for them a the first lamp blew while we be take data the hydrogen lamp be also move slightly during the measure of the blue line data which could have very slightly affected the path of the beam through the slit into the camera this could have be improve by use clamp to secure the lamp and spectrometer tightly to the worktop only duplicate reading be take for the angular displacement reading the precision of the data point could have be improve by increase this to at least 4 repeat measurement of the data set the three obtain value for the rydberg constant via this diffraction grate experiment be 1.10 ± 0.02 × 10 7 1.10 ± 0.04 × 10 7 and 1.09 ± 0.09 × 10 7 m −1 this method have thus be an effective mean to determine the value of the rydberg constant a the widely accepted correct value of the constant 1.097 × 10 7 m −1 lie within the range each calculate value 's error margin in order to reduce the level of uncertainty in the future the experiment should be carry out with the hydrogen lamp and grate spectrometer clamped into place in order to prevent any off-balancing knock and another few set of reading would have be ideal to increase the reliability of the data gather,extended,exp
35,GS_HDP206_Redacted,the data for the red emission line be show in fig 4 use the line fit we can calculate the wavelength with equation 1,superficial,bal
36,GS_FVA673_Redacted,upon my lab partner and i take two individual reading for every fringe the maximum difference between our reading be 3 minute 0.05 degree hence error in the angle measurement be 0.05 degree the value of angle in degree be know to 4 significant digit hence all value will be write upto 4 significant digit,extended,bal
37,GS_QMC249_Redacted,base on equation 1 it can be see that by plot sin θ against m for line of a certain colour where θ would be the difference between the angle at central maximum and the angle at a certain order m a linear graph would be obtain where it gradient would be equal to λ d this mean that the wavelength of the light can be determine by multiply the gradient by the slit separation d,deep,bal
38,GS_GOO868_Redacted,the data that we collect for each colour can be see in the figure below and with each of these data point have an associate error that be carry through in the final calculation,superficial,the
39,GS_DAR896_Redacted,the main source of random error which be introduce in the experiment be when take measurement of the angle diffract by line spectrum use the vernier scale while the vernier scale be highly precise the main random error associate with the measure equipment be the resolution of the vernier scale which be estimate to be 0.05 degree this random error be estimate by judging how many division on the vernier scale appear to be also correct and then halve this range which be the estimate random error use for this,superficial,the
40,GS_XMC918_Redacted,the result we be able to obtain include only two wavelength of the balmer series a low wavelength be not visible with the set up use the two correspond to n value of 3 for the red light and 4 for the blue violet light which we assume to correspond to n=5 be visible only to the first maximum and so we be unable to gather enough data point to calculate a precise value for it wavelength and other colour be not visible at all a show in fig 2 and 3 the data fit extremely well to a linear relationship a predict by our model this allow u to calculate value for the wavelength of 6614762x10 -13 +/-7x10 -13 m for the red light and 47739x10 -11 +/-1x10 -11 m for the blue use 2,deep,bal
41,GS_BKZ271_Redacted,the value of rydberg 's constant obtain from the experiment for red and violet spectral line be 1.061 ± 0.073 x10 7 m −1 and 1.061 ± 0.01 𝑥 10 7 𝑚 −1 respectively although these value do not coincide with the accepted value of rydberg 's constant which be 10973731.6 𝑚 −1 their uncertainty cover this value this uncertainty however may arise from several source both random and systematic,deep,bal
42,GS_KGL587_Redacted,we go on to measure the angle at which the order occu l '' ed from the -5 th order up to the 5tll order for both the red and blue light thus produce 11 data point per colour the 1101malised data be a follow 4,superficial,bal
43,GS_HSB934_Redacted,"he rydberg constant r relates the transition wavelength in hydrogen to the energy level between which the electron transfer this applies to all element not just hydrogen thus we can use it to predict the wavelength emit from any atom through any energy state transmission r can also be use therefore to determine the difference in energy state through which any electron in any atom may transfer give u the value for the energy state in that atom the theory of this behavior be described in more depth in section ii spectroscopy be use to enable the repeat observation of one beam emit from the lamp when set up correctly a spectrometer be capable of make very accurate and repeatable measurement so it be important to set it up very specifically the equipment we use consist of a collimator a diffraction grate and a telescope by passing it through a diffraction grate the light beam be split up meaning multiple order could be analyze to obtain multiple value for the wavelength a diffraction grate of 78.8 line per mm be employ to achieve this the beam be then pass through a telescope to enable observation far description of the working of the setup can be found in section iii to carry out the experiment we observe the emission of a hydrogen lamp a tube contain low-pressure hydrogen gas after excitation through heating or electrify for example the atom in the gas lose energy in the form of photon a an electron in an atom transfer to a low energy state it emits a photon of energy equal to the difference in energy of the two state in a sample of one element only energy level of specific value exist thus only transition of specific energy can occur the photoelectric effect then result in the production of photon of certain wavelength only spectrum produce by excite gas be observe a have emission at just a few wavelength create an 'emission line spectrum in hydrogen these 'lines be give the name the balmer series 1 in the laboratory we observe just two line of which the wavelength be give by 2 where λ be the wavelength of the light emit and n represent the initial and p the final state of the atom in the balmer series p=2 and n=3,4,5 ... the fact that only line of two different color be observe do not prove n=5 do not exist it be possible other wavelength of non-visible light be emit by the gas or that the atom be not excite enough for the electron to occupy state n=5 far experimentation would be need to confirm this in order to obtain multiple measurement of λ different order of the emission line spectrum be look at figure 1 illustrates how a diffraction grate disperses a beam the order of the beam m can in theory be any integer m and  the angle between the 0 th order and the m th order be related by the equation grate be usually give by the manufacturer in term of n number of line per mm d be easily found by calculate n must be multiply by 10 3 first to find how many line there be per m so that d can be in unit m. in this calculation we assume the thickness of each line be negligible by measure the angle  for several value of m and plot m against sin the gradient of the graph becomes d λ ⁄ after multiplication by d 1 λ ⁄ can be substitute into 1 the light from the hydrogen lamp be first to be pass through a narrow slit follow by a collimate lens to produce a very thin collimate beam and then pass through a diffraction grate the light then be to be collect by a telescope consist of a camera lens and an eyepiece a crosshair x be visible through the telescope eyepiece to help with alignment all measurement be take with the line on the centre of the crosshair figure 2 illustrates the path of the beam through the setup a choice of two grating be available in our laboratory on of 300 line per mm and one of 78.8 line per mm i originally decide to use the grate n=300 because i thought this would result in a small percentage error for d take the error would be 0.05 line per mm however upon look through the eyepiece it be see that there be more visible order with the use of the n=78.8 grate so it be decide that we use this one in order to have the opportunity to obtain the maximum number of measurement so that  could be varied the grate be mount on a rotate grate table or turntable and the telescope which be attach to the turntable could also be rotate the turntable have a vernier scale on it which show the angular position of the turntable and the telescope use this  be measure these property be show in figure 3. the turntable be also utilized to accurately set up the spectroscopy equipment the grate have to be at precisely 90 to the beam achieve this be challenge the vernier scale on the turntable have a resolution of a sixtieth of a degree so tiny movement in the position of the telescope and angle of the table could be make such movement be make roughly and then fine-tuned use fine adjustment screw before the telescope and turntable be clamped into place it be important not to leave the hydrogen lamp on for more than 10 minute so a not to damage it so it be temporarily replace with a sodium lamp whilst position adjustment be make firstly the telescope be position so the source could be see to be align with the crosshair at 0 to the beam it be then rotate through exactly 90 and a mirror insert into the clamp where the grate would later sit this be exactly what be demonstrate in figure 3. the rotate grate table be then adjust until the beam could be see through the eyepiece of the telescope meaning the mirror be at 45 to the beam the turntable could then be rotate through 45 in order for the mirror to be at 90 to the beam at which point it be replace with the diffraction grate the slit space must remain a control variable so the same diffraction grate be use throughout the experiment keep d constant it be difficult to perceive the line through the eyepiece at the begin of the experiment due to background light to try to minimize this problem the main light be turn off in the laboratory with each desk have it own table lamp which be switch off during observation through the eyepiece light from other desk 's experiment still present a problem so a piece of black card with a collimator-shaped hole be cut out and stuck round the collimator with blu-tac this prove very effective in block out background light once set up the equipment be left clamped in position so only the telescope could be move this kept the turntable in a fix positon ensure the grate remain at the same angle to the beam and the 0 th order emission line remain in the same position the source be then switch back to a hydrogen lamp through the eyepiece we observe emission line spectrum of two different color one blue and one red we concentrate on the set separately to find two value for the rydberg constant rb and rr respectively blue be take first the crosshair be line up with the 0 th order line which be identifiable by the fact that it be both red and blue the reading on the vernier at 0 th order 0 be note and then the three repeat reading of m be take one by each of my lab partner and i. this be do in order to spot with a view to remove any personal bias then an average be take to minimize variation in human judgement of the reading the measurement have to be take through a magnify glass a the scale be very small and the light low the range of m be restrict by the lack of accessibility to the eyepiece at large angle and also the time we have in the laboratory it be interest to note at this point that the blue line be separate by less angle than the red which illustrate the proportionality of sin to  a predict in 2 since blue wavelength be shorter than red one after collection of the raw data average of the three repeat reading be take in order to find  for each value of m 0 minus m be calculate after the rearrangement of 2 m be plot against sin for both blue and red light a figure 4 and figure 5 respectively which be show below in python the of the line of best for of both graph be obtain the gradient of the blue light emission graph be found to be 25.642 0.650 and the red 19.1730.097 the gradient of the graph be equal to d λ ⁄ recall 3 d be calculate to be 1.26910 -5 m 0.06 take the error in n to be 0.05 line per mm the gradient of both graph be then divide by d to obtain value for 1 λ ⁄ 1 λ b ⁄ be found to be 2.02110 6 m -1 which be repeatable because this would give a blue wavelength b of 495nm the range of blue light be 450-495nm 3 and this figure be within the range 1 λ r ⁄ be also repeatable since it be calculate to be 1.51110 6 m -1 which give a red wavelength r of 662nm also within the accepted range for red light 620-750nm 3 it be give that the two balmer transition have initial state n=4 and n=3 and final state p=2 2 we can use the idea that the energy of a photon be proportional to the frequency of the photon therefore inversely proportional to it wavelength to decide which color light corresponds to which energy state transition from this we can deduce that the transition from n=4 to p=2 result in the blue emission because this be the large energy state transfer and blue light have the small wavelength by elimination the red light be a result of the transition from n=3 to p=2 these value for p and n be then fill into 1 to obtain r ∞ from observation of blue light rb be found to be 1.07810 7 m -1 and from red rr 1.08810 7 m -1 systematic error be then address the computer calculate uncertainty on the gradient and the percentage error in d be add in quadrature to give b of 0.027m -1 and r of 0.006m -1 the percentage error for rr be small only 0.51 whereas that of rb be almost five time large 2.5 one can see from the position of the data point relative to the line of best fit in figure 4 that this be due to the presence of more variation with blue light which lead to a great uncertainty in the gradient the gradient error at first seem large on paper there should not have be much variation in the experiment because there be not many outside factor which could affect the setup moreover the equipment have a very small resolution the vernier measure to a sixtieth of a degree meaning uncertainty in the take of the reading should have be small however the experiment be conduct in very poor light for reason mention in iii a. which result in difficulty with reading the vernier scale even with the use of a magnify glass we rely on human judgement to deduce where the scale line up exactly from the raw data you can see that my lab partner and i all thought the scale line up at slightly different reading this introduce random error the range of  m be only about 9 so any error in the vernier reading whilst small result in a percentage uncertainty which be large than one would automatically expect furthermore due to the calculation 0 minus m any uncertainty the measurement for  would be double that in also the set up of the spectrometer have to be do very precisely it be possible we do not take sufficient care in do this a result of this could be that the grate be not at exactly 90 to the beam i be not sure how this would affect the scatter of the beam far investigation would be need to confirm if this could have be a source of error there be far error to consider in this experiment one of which be the fact that the line in the observe spectrum have width although we align the center of the crosshair with the line we do not account for the fact that the line have a width result in uncertainty in the position of the line and therefore in m i do not have time in the laboratory to investigate the size and implication of this error so have not include it in b or r but would have do so if i have have more time the rydberg constant have the measure value 10,973,731.6m -1 2 let u compare this with our calculate value for r of 10,780,000m -1 270,000 m -1 and 10,880,000 m -1 270,000 m -1 firstly let u establish if our two figure be concurrent with each other take into account uncertainty the low rr could be be 1.08310 7 m -1 and the high rb could be be 1.10510 7 m -1 the two result be therefore in agreement with each other a they lie within each other 's range the measure value for r also lie within the range we calculate in the laboratory although it only lie within the range of the blue emission line the large rr could be be 1.09310 7 m -1 rr in contrast be closer to the measure value than rb in the laboratory the rydberg constant have be determine to be in the range of 1.05310 7 m -1 to 1.10510 7 m -1 this be concurrent with the measure value of r which be 10,973,731.6m -1 technique involve spectroscopic equipment be employ to obtain this range overall this method work very well once in position the spectroscopy equipment be simple to use and enable u to make precise measurement also there be only three parameter to measure in this experiment  0  m and n. this kept the magnitude of the systematic uncertainty low have we allow more time for the experiment we could have set up the spectrometer to a more exact standard which would have reduce the uncertainty on measurement take from the telescope it would also have be useful to use a vernier scale of large size to enable easy reading and therefore less error due to human judgement if the experiment have be conduct in a separate room the main light could have be switch on for the reading of the vernier again make the scale easy to read and reduce the error use a desk that be not situate adjacent to a wall therefore allow access to all angle of the telescope would have enable u to analyze more order of the emission line spectrum give u a figure for r closer to the true value alternatively a diffraction grate of small n could have be use cause the order to have small angle between them therefore more order would be see in the angle range permit by our setup and more value of m analyze",superficial,bal
44,GS_BSS487_Redacted,use a hydrogen lamp and a grate spectrometer the rydberg constant be found to be 1.0766e7 ± 3.07e5 m• 1 it be found by measming the angle of diffraction a a function of order m where the phase difference between ray be m21l this allows the w avelengths to be found and a graph of inverse w avelength against 1 1 where n be the initial energy state and p be the final energy state be plot to find the rydberg constant this allow an accurate value to be found with the accepted value fall within the error range t he rydberg constant r 00 be the limit value of the inverse wavelength of any photon emit from a hydrogen atom it accepted value be l.0973731 568508e7 ± 6.5e-5 m• 1 1 it be use in the rydberg fonnula allow energy of photon emit from hydrogen to be calculate it be calculate use a grate spectrometer to find the wavelength of emission the wavelength could then be use to find the constant by use 3 when an electron move from a high energy state to a low energy state there be a spectral emission when the electron move between energy state a photon be produce the wavelength of these emit photon be dependent on which energy level the electron move between fig 1 for a grate spectrometer the grate can be consider a n naitow slit that be equally space where the separation be d. when the phase difference of emit ray be 2nm where m be a positive integer a principal maximum will occur for light with wavelength 2 the phase difference can be described by where m be the order number plot sin0 against m will give a gradient of 1 from which we can calculate a. emit wavelength can be calculate use 3 where r 00 be the rydberg constant thus a graph of inverse wavelength against -~ can be plot give a we first have to set up the spectrometer fig 2 2 fig 2 ~8 -- -- fig 2 show the part of a spectrometer the eyepiece have to be focus on the crosshair so that there would not be eyestrain when take many measurement the camera then have to be focus to infinity or a distance of over l om this be achieve by focus on building across the road be careful to avoid any parallax betv.•een the crosshair and image the eyepiece and camera telescope where then align parallel to the collimator and a sodium lamp be place close to the slit sodium be use during the set up a hydrogen lamp heat quickly and the colour dim the collimator focus be adjust until a sharp image of the slit form on the crosshair the slit be kept ve1y close to the minimum opening during this step and the crosshairs be set to an `` x '' shape use the slow motion drive the slit be position at the centre of the crosshair a reading on the vemier scale be take to move the telescope through 90° and be then clamped in place we place a miitor on the grate table and tumed the table until we could see a reflect image of the slit this show that the grate table be align at 45° to the collimator the height of the image be then set so that reading could be take by adjust the grate table screw take the reading from the scale again we could move the grate through 45° so that it be perpendicular to the incoming beam from the lamp through the slit we replace the mirror with a grate avoid touch the surface and look through the telescope at spectral line with a large angle of diffraction to check the grate be correctly orientate on the platform a if it be not the spectral line will be above or below the plane the crosshair will move in once the set up be finish we replace the sodium lamp with a hydrogen lamp take reading we read a reference position from the scale and then look for diffract ray of different colour on either side of the central point we line the crosshair with the centre of the ray and tabulate the reading repeat three time for the three wavelength we could see the result be then interpret use python 3. graph sinθ against m give a gradient of 𝜆 𝑑 from which we can calculate λ for each ray this allows u to plot a graph of inverse wavelength against reference centre point=216.5°+15arcminutes fig 3 fig 4 and fig 5 show the data take use the spectrometer with a grate of 78.8 lines/mm the gap in the table arise from the diffract ray be too weak to see and so could not be measure from 2 we plot a graph of sinθ against m. fig 6 show the graph for the red ray fig 7 show the graph for blue ray fig 8 show the graph for purple ray from the graph plot in python 3 we could calculate the wavelength for each and the error associate with that value fig 4 second data set fig 5 third data set fig 3 first data set fig 6 fig 6 show the data point and trend of the red ray fig 7 fig 7 show the data point and trend of the blue ray iii -0 .15 the gradient of these graph be equal to the wavelength divide by the slit separation the wavelength be then calculate to be λred=6.91e-7 ± 5.00e-8m λblue=4.90e-7 ± 6.05e-9m λpurple=4.40e-7 ± 1.30e-9m there be several potential source of error parallax error when use the eyepiece or reading the vernier scale poor calibration of the spectrometer light from other source in the room to allow the ray to be see the aperture have to be open to a width that make the centre point of the ray difficult to determine i estimate this a a 10 difference the scale itself have an error of ±1 arcminute however the scale be difficult to read and so a more reasonable associate error with these measurement be ±3 arcminute the error in wavelength be calculate use a covariant matrix with these value and 3 we can find the rydberg constant fig 9 show 1 against inverse wavelength plot use python 3. the gradient of this graph be equal to -r∞ the constant be found to be equal to 1.0766e7 m -1 the error in this value be found use 4 where 𝜎 𝑅 ∞ be the error in r∞ and 𝜎1 𝜆 be the error in inverse wavelength the value of the error be calculate to be 3.07e5 m -1 this experiment aim to allow a precise value of the rydberg constant to be calculate the constant can be use to predict energy of emit photon from atom use the spectrometer wavelength for emission of hydrogen be found by graph the diffraction of each emission through the grate against the order the change in energy for each specific emission be then graph against the inverse of the wavelength this allow the final value of the rydberg constant to be calculate a 1.0766e7 ± 3.07e5 m -1 this error be less than 3 while the difference between the calculate value and the accepted value of 1.0973731568508e7 be below 2 with more reading take and be in a dark room isolated the value could be calculate more precisely fig 8 fig 9 fig 9 show 1 against inverse wavelength 4 fig 8 show the data point and trend of the purple ray,superficial,the
45,GS_HBQ145_Redacted,spectral line have some thickness and be not infinitely sharp therefore there be an uncertainty associate with the diffraction angle spectral line have this thickness because the atom emit the light be move relative to the observer and the energy level can not be define to exceedingly high or infinite precision due to heisenberg 's uncertainty principle see appendix b 13 the angle be measure to the left and right of the first order blue spectral line we measure this angle to be 10 arcminute the error in 1 d be assume to be negligible and the error in the diffraction angle be assume to be fix at 10 arcminute the error in the gradient be calculate by find the first entry in the covariance matrix for the data for each colour this be do in the computer program language python figure 5 -7 show the plot for each colour observe in the hydrogen balmer series use the correct angle where a reading of 209 • and 29 arcminute corresponds to 0 • between the normal to the diffraction grate and telescope the vertical error bar be very small for each plot a the spectral line be thin result in a small error in the diffraction angle another factor that contribute to small vertical error bar be the high accuracy of the vernier scale to the near 1 arcminute,extended,the
46,GS_YCF820_Redacted,for both the preliminary and final result a sodium lamp be substitute for a hydrogen lamp the hydrogen lamp be switch off when not in use to prevent overheat final adjustment be make to the slit size before measurement be take to ensure optimum intensity and resolution preliminary result be then record for each transition wavelength θ be measure against both positive and negative order some data value in the table have be replace by n/a which signifies that the reference angle for that order could not be obtain this be primarily due to light pollution from other lamp meaning that it be difficult to identify fringe line,extended,bal
47,GS_NQR167_Redacted,the experimental procedure begin by set up the grate spectrometer our primary aim be to take measurement of the diffraction angle at each order number for the red and blue hydrogen spectral line and determine the average diffraction angle for each order number in order to determine the value of wavelength 𝜆 a straight line graph of 𝑠𝑖𝑛 𝜃 − 𝜃 0 against 𝑚 have to be drawn whose gradient would be equal to 𝜆 𝑑 therefore enable u to calculate λ. the value of sin 𝜃 − 𝜃 0 at each diffraction order have to be determine by subtract the average diffraction angle at each specific order 𝜃 by the average angle at zeroth order 𝜃 0 and then take the sine of the difference between the two angle finally use formula 5 the rydberg constant for each spectral line could be determine,extended,bal
48,GS_RAK801_Redacted,"in this experiment we found an estimate of the rydberg constant by use a diffraction-grating spectrometer to measure the wavelength of emission line of hydrogen by use the gradient calculate from our graph of sin θ against order number in the rydberg equation we manage to obtain a value of 1.086 x 10 7 m -1 the rydberg constant r∞ relates the transition wavelength in hydrogen to energy difference between different level the relation can be show in the rydberg equation where n and p be integer which represent the energy level of the initial and final state of the atom respectively for this experiment we let p=2 so n=3,4,5… such that it be a balmer series the rydberg constant can also be express use fundamental constant a where me be the mass of electron c be the speed of light h be plank 's constant and α the fine structure constant hydrogen atom in a discharge lamp emit a series of line in the visible part of the spectrum these line be the balmer transition wavelength when an electron make a transition from an initial state of high energy to a final state of low energy the atom emits a photon of energy we can relate the energy of a photon to it wavelength with with p=2 balmer series we obtain the rydberg equation a show above in 1 a we use grate spectrometer we need to know how it function the spectrometer consists of three component a collimator a grate and a telescope eyepiece and camera light enters the spectrometer through an adjustable slit and pass through the collimator which transforms the light into a parallel collimate beam of light the beam uniformly illuminates the grate so that all light ray strike the grate at normal incidence a parallel beam of light be necessary to illuminate the grate so that a sharp magnify image of the slit can be form when view with the telescope the grate disperses the light so that the dispersion angle θ depends on the wavelength of light λ and the slit separation d. this be show in the equation 𝑑𝑠𝑖𝑛𝜃 𝑚𝜆 5 where m be the order number an incident light beam from the hydrogen lamp will be split by the grate into it component wavelength with each wavelength spread into different direction at the start of the experiment we have to calibrate the spectrometer we align the camera and eyepiece so that the source be at the cross wire we adjust the slit such that the amount of light that enters give a small uncertainty but with enough brightness we turn the telescope 90ᶱ and while look at a distant object we focus the telescope we align the telescope with the axis of the collimator without change the camera focus we place a sufficiently warm up sodium lamp in front of the collimator and align the vertical line of the cross wire so that it be in the middle of the slit the angle in the window be record and note a the final zero angle β. we take some preliminary data of the sodium lamp at different order record the wavelength we then replace the sodium lamp with the hydrogen lamp we proceed to record the angle at which each spectral line we repeat this experiment for red blue and green line observe my lab partner and i both record our own data to account for parallax error result below be for the sodium lamp 2 table i our calculate value of r∞ 1.086 x10 7 m -1 do not match the true value of r∞ which be 1.097 m -1 this be possibly due to spectrometer misalignment defocus lamp position a well a background light these all contribute to systematic error in this experiment and tiny detail like these should be consider the calculate wavelength be not exactly the same a the true value so i believe this also affected the final value of r∞ calculate however i believe that with a few minor change our setup and measure value could be improve to obtain a value of r∞ that be closer to the true value",superficial,bal
49,GS_MHH822_Redacted,use the data collect in section 4 we plot a graph of order number against the sine of the angular displacement sine a show in fig 5 a the vemier scale give a value in degree and arc minute when calculate sine we have to conve1t arc minute into degree when inputting data for our graph we take the modulus of our negative value and combine them with the positive value to create few but large data set for each order number we be able to do this a the displacement of each maximum on the right-hand side of the central maximum be equal and opposite to that of those on the left-hand side combine the value produce a more accurate ettor estimation for the individual point plot and thus the decrease overall e1rnr on the gradient use equation 1 we use the gradient of each of the colour line in fig 5 multiply by the slit space to calculate a. these wavelength along with the accepted wavelength for the balmer emission series and original energy level of the electron that cause the emission 4 be show in table 1 show wavelength of light entitted in the balmer series the data for the universally accepted wavelength and the 'initial energy level column be take from previous scientific research on the balmer series 4,deep,the
50,GS_GYI981_Redacted,constant for all wavelength be relatively small around 2 for each meaning the result be reliable the linear relationship between the sine of the diffraction angle and order be prove graphically for all of the colour of light produce by hydrogen so the method be successful in prove the theory need to calculate the wavelength of the diffract light to improve the experiment i would have carry out the method in a darken isolated room where only one experiment be occur at a time ensure that there be a little external source of light a possible this would have be beneficial a with external source light it be difficult to see the spectral line produce by the diffraction grate and therefore it be a challenge to align the crosshair onto the centre of the spectral line by do this the uncertainty in the alignment would have decrease and consequently the overall uncertainty in the calculate value for the rydberg constant would have be small increase the reliability of the result another way to improve the experiment would be to take repeat reading of the angle of diffraction by for example both my lab partner and i take a reading of the scale for each spectral line this way a mean value could be calculate a well a the uncertainty in the angle this experiment have verify that the experimental set-up be capable of measure to a high accuracy by use data take from the set-up to calculate a know value to an acceptable degree of accuracy with small uncertainty within which the know accepted value lie,extended,bal
